time,Speed_Compact_Winter_Test1,Speed_Compact_Winter_Test2,Speed_Compact_Winter_Test3,Speed_Compact_Winter_Test4,Speed_Compact_Winter_Test5,Speed_Compact_AllSeason_Test1,Speed_Compact_AllSeason_Test2,Speed_Compact_AllSeason_Test3,Speed_Compact_AllSeason_Test4,Speed_Compact_AllSeason_Test5,Speed_Compact_Summer_Test1,Speed_Compact_Summer_Test2,Speed_Compact_Summer_Test3,Speed_Compact_Summer_Test4,Speed_Compact_Summer_Test5,Speed_Sedan_Winter_Test1,Speed_Sedan_Winter_Test2,Speed_Sedan_Winter_Test3,Speed_Sedan_Winter_Test4,Speed_Sedan_Winter_Test5,Speed_Sedan_AllSeason_Test1,Speed_Sedan_AllSeason_Test2,Speed_Sedan_AllSeason_Test3,Speed_Sedan_AllSeason_Test4,Speed_Sedan_AllSeason_Test5,Speed_Sedan_Summer_Test1,Speed_Sedan_Summer_Test2,Speed_Sedan_Summer_Test3,Speed_Sedan_Summer_Test4,Speed_Sedan_Summer_Test5,Speed_SUV_Winter_Test1,Speed_SUV_Winter_Test2,Speed_SUV_Winter_Test3,Speed_SUV_Winter_Test4,Speed_SUV_Winter_Test5,Speed_SUV_AllSeason_Test1,Speed_SUV_AllSeason_Test2,Speed_SUV_AllSeason_Test3,Speed_SUV_AllSeason_Test4,Speed_SUV_AllSeason_Test5,Speed_SUV_Summer_Test1,Speed_SUV_Summer_Test2,Speed_SUV_Summer_Test3,Speed_SUV_Summer_Test4,Speed_SUV_Summer_Test5
0.59,0.536,0.108,0.639,0.266,-0.565,0.319,0.894,0.223,-0.555,-0.836,0.577,-0.035,0.558,-0.152,-0.309,-0.083,0.286,-1.132,-0.847,-0.332,-0.387,0.904,0.815,-1.458,-1.349,-0.211,0.472,0.1,0.059,-0.15,-0.18,-0.051,-0.553,NaN,-0.334,0.457,-0.157,0.049,0.299,0.214,0.011,-0.214,0.02,-0.137,0.976
0.6,0.322,-0.375,-0.813,-0.104,-1.231,0.63,0.548,0.362,-0.086,-0.937,0.206,-0.494,0.695,-0.662,-0.325,0.528,-1.221,-0.067,0.839,-0.716,0.179,0.101,-0.461,0.375,0.037,0.263,0.019,-0.031,-0.729,0.08,0.708,-0.292,-1.452,-1.242,0.269,-0.756,0.169,0.015,0.708,-0.473,0.413,-0.696,-0.225,-0.801,-0.25
0.61,0.398,-0.083,0.237,0.212,-0.34,-0.832,-0.762,-0.403,0.277,-0.69,-0.726,0.31,-0.882,-0.164,-1.258,0.342,0.197,0.408,0.746,0.863,-0.52,0.988,0.021,0.794,-0.279,0.569,-0.276,NaN,-0.316,-0.054,-0.859,-0.436,0.119,0.059,NaN,-0.097,-0.966,-0.185,0.505,-0.43,0.626,-0.129,0.161,-0.11,1.004
0.62,-0.772,-0.336,-0.243,1.145,0.444,-0.711,0.003,-0.777,0.319,0.379,-0.803,0.589,-0.517,-0.177,-0.527,-1.155,0.175,-0.31,0.416,0.385,0.193,-0.661,-0.555,0.41,-0.564,-0.093,-0.092,1.202,-0.922,-0.201,0.393,0.864,-0.044,0.105,-0.016,-0.531,NaN,-0.396,-1.046,-0.174,-0.11,0.556,0.521,0.953,-0.209
0.63,-0.416,0.496,-0.945,-0.24,0.024,0.219,0.275,-0.831,0.51,1.24,0.051,0.621,0.457,0.295,0.102,0.614,0.338,-0.013,0.801,0.084,-0.142,-0.413,-0.15,0.026,-0.112,-0.828,-1.23,0.524,-0.147,-0.738,0.932,0.68,0.425,NaN,0.325,-0.212,0.284,-0.009,0.443,0.281,0.679,1.025,-0.726,-0.486,0.482
0.64,-0.562,0.153,-0.769,0.262,0.42,1.096,0.633,-0.604,-0.53,-0.097,0.505,0.357,0.82,0.15,0.19,-1.106,0.289,-1.276,-0.391,-0.266,0.606,1.099,0.752,0.713,0.131,-0.444,-0.1,-0.244,0.07,-0.585,-0.786,0.819,-0.108,-0.639,1.196,0.19,0.17,-0.464,-0.823,-0.339,-1.972,0.577,-0.08,0.106,-0.582
0.65,0.519,-0.311,-0.013,-0.388,-0.018,-0.271,0.641,0.713,-0.819,0.529,-0.057,-0.049,0.51,-0.583,0.649,0.305,0.246,0.25,-1.023,-1.366,0.504,-0.006,0.087,0.504,-0.622,-0.28,-0.251,-0.208,0.817,-0.388,-0.443,0.616,-0.525,-0.599,0.379,-1.321,-0.124,0.105,-0.498,0.399,-1.283,0.07,0.336,-0.123,0.43
0.66,0.152,-0.185,NaN,-1.248,-0.921,-0.546,-0.21,-1.407,-0.187,0.166,-0.315,-0.076,-1.832,0.551,0.11,0.225,0.35,0.915,0.024,0.157,-0.483,-0.991,-1.144,-0.997,-0.222,-0.9,0.311,-0.151,0.766,-1.733,0.975,0.797,-0.01,0.076,-1.574,0.371,-0.303,0.347,0.877,-0.064,0.71,-0.856,0.451,NaN,0.497
0.67,0.545,-0.38,-0.123,-1.376,0.004,NaN,0.082,0.333,0.449,1.089,-0.244,0.09,0.774,0.589,-0.438,0.207,-0.422,0.417,1.017,-0.865,0.185,0.198,0.298,-0.094,-0.371,0.052,-0.035,0.396,-0.312,0.233,-0.287,-0.473,0.187,NaN,-0.426,0.249,0.003,-0.686,-0.991,0.078,-0.396,-1.368,0.871,-0.437,-0.349
0.68,-0.031,0.086,0.511,-0.366,-0.771,-0.717,0.83,0.278,-0.652,-0.445,-0.458,-0.81,0.364,-0.426,0.742,0.184,-0.523,0.323,-1.006,0.129,-0.379,-1.303,-0.047,-0.271,-0.752,0.14,-0.283,0.041,-0.005,-0.456,-0.874,-0.869,0.242,-0.867,0.199,-0.596,-0.516,0.532,-0.391,-1.754,0.365,-0.764,-0.448,-0.243,0.302
0.69,-0.83,1.097,1.127,-0.139,0.98,0.032,-0.358,-0.359,0.695,-0.052,0.433,0.365,-0.394,-1.543,-0.119,-0.943,-1.096,-1.092,-0.09,0.274,-0.293,-0.911,1.032,-0.448,0.336,-0.848,-1.543,0.917,-0.11,0.343,1.054,-0.052,0.28,-0.368,NaN,-1.093,0.107,0.373,0.253,0.209,0.473,0.256,-1.1,0.006,0.209
0.7,-0.654,-0.228,-1.068,-0.109,-0.059,-0.64,-0.303,-0.094,-0.098,-0.301,0.146,-0.338,0.176,0.691,-0.703,0.086,-0.797,-0.523,0.056,0.481,0.342,0.086,-0.124,-0.523,0.087,0.652,0.344,0.529,0.499,-0.301,0.546,0.078,-0.282,0.023,0.095,0.469,0.595,0.906,-0.109,-0.805,-0.104,-0.571,0.33,0.311,-0.584
0.71,0.384,-0.198,0.818,-0.625,0.477,0.498,0.038,-1.175,0.442,-0.224,-0.321,-0.936,0.508,-0.767,0.175,-0.042,0.195,0.466,0.352,-0.453,0.222,-0.638,0.352,-0.422,0.191,0.326,-0.413,0.119,0.192,-1.228,-0.244,0.243,0.138,-0.585,-0.125,-0.015,-0.789,0.327,-0.09,-0.733,0.249,0.278,0.025,-0.286,-0.161
0.72,NaN,0.34,-0.291,0.223,0.468,-0.231,-0.702,0.484,0.269,-1.079,-0.069,0.198,0.102,-0.181,0.504,0.256,0.519,-1.24,0.698,-0.001,0.294,0.248,-1.043,NaN,-1.171,-0.041,-0.881,0.527,0.539,-0.118,-0.8,-0.239,0.583,0.237,-0.31,0.192,-0.972,-0.011,0.279,-0.865,NaN,-0.374,-0.64,0.517,-1.477
0.73,-0.66,-1.281,-0.88,-0.733,-0.159,0.037,-0.385,0.113,-0.162,-0.444,-0.179,-0.595,0.109,-0.108,-0.393,-0.088,-0.512,0.233,-1.025,0.159,-0.074,0.368,0.241,-1.085,-0.848,-0.072,-0.717,-0.127,-0.679,-0.769,0.569,0.433,-0.24,-0.196,1.58,-0.783,-0.406,-1.692,-0.354,0.991,0.443,-0.26,-0.473,-1.169,-0.295
0.74,-0.369,0.652,-0.146,-0.371,-0.588,-0.024,-0.138,-0.669,-0.943,-0.101,-0.642,-0.517,0.127,0.095,-0.925,NaN,-0.735,0.035,0.458,-0.123,0.349,-0.035,-0.065,0.096,0.497,-0.161,0.005,0.009,-0.259,-0.667,-0.75,NaN,0.422,NaN,-1.317,0.454,-0.004,0.474,0.684,1.145,-0.563,-0.794,0.442,-0.158,0.803
0.75,-0.64,0.712,-0.26,-0.415,-0.108,1.098,-0.518,-1.146,-1.006,-0.036,0.44,NaN,-0.83,0.536,0.304,1.031,-1.096,0.297,-1.204,NaN,-0.159,1.231,0.389,0.146,-0.26,-0.784,-0.174,0.23,-0.149,0.207,-0.157,-0.542,0.22,0.543,-1.744,-0.266,0.32,-0.257,-0.088,-0.855,0.151,0.267,0.167,0.109,-0.232
0.76,-0.083,-0.208,0.356,-0.981,1.014,0.807,0.126,-0.376,-0.104,0.476,-0.714,-0.74,0.158,0.553,0.709,NaN,0.575,-0.353,-0.739,0.241,0.103,-0.032,NaN,0.084,0.553,-0.139,-0.675,-0.243,-0.411,-0.546,0.375,0.472,-0.388,0.006,0.078,0.489,-0.497,0.524,0.078,0.158,-0.347,-0.197,-0.696,0.585,0.324
0.77,-0.882,0.304,0.339,-0.604,0.501,-0.812,-0.068,0.38,0.258,0.12,0.818,0.299,-0.54,-0.284,0.834,-0.178,-0.3,0.282,-0.057,0.608,-0.14,-0.776,-0.96,-0.365,-0.158,-0.259,-0.598,-0.415,0.263,-0.533,0.873,-0.429,0.219,-0.199,0.729,-0.719,0.05,0.331,0.277,-0.028,0.351,NaN,0.742,0.152,0.31
0.78,-0.579,-0.399,-0.835,-0.649,0.203,-0.22,-0.664,-0.006,0.693,0.429,0.191,0.285,-0.546,-1.014,1.078,0.275,-0.371,0.233,-0.296,-0.393,0.169,-0.082,-0.169,-0.586,0.774,-0.393,0.696,-0.713,-0.71,0.49,-0.685,-0.859,-0.134,-0.745,-0.952,-0.268,-0.145,0.003,-1.036,-0.718,NaN,0.485,0.113,0.178,0.056
0.79,0.191,0.367,0.003,-0.849,0.302,-0.736,0.241,0.173,0.116,NaN,0.823,-0.036,0.34,-0.202,0.621,-1.799,0.23,-0.027,0.099,-0.557,0.068,0.055,-0.053,1.331,0.55,-0.561,-0.208,0.499,0.585,0.725,0.715,0.596,0.058,-0.705,-0.18,-0.167,-0.349,-0.322,-0.861,0.812,-0.128,0.539,0.724,0.466,0.317
0.8,-1.007,0.95,0.339,-0.348,-0.397,0.479,NaN,-0.619,0.05,0.698,0.678,-0.03,0.358,-0.013,-0.11,0.477,-0.211,-0.378,0.373,-0.064,0.849,0.782,-0.74,-1.509,-0.215,0.852,-0.297,0.157,0.283,0.075,0.768,-1.459,0.05,-0.474,-1.078,-0.205,1.017,-1.143,-0.335,-1.013,0.916,-1.018,-0.247,0.47,-0.602
0.81,-0.297,-0.113,0.288,0.74,0.033,-0.408,-0.304,-0.402,-0.412,0.506,-0.453,-0.341,-1.391,-0.276,-0.522,0.529,0.192,-0.502,0.848,0.067,0.923,-0.533,-0.058,-0.132,0.643,0.288,0.21,-0.127,0.092,0.258,-0.178,0.334,0.666,0.181,0.119,0.324,0.169,0.622,-0.19,-0.177,0.226,0.219,0.035,0.339,0.429
0.82,-0.069,-0.566,-0.68,0.246,0.32,0.199,0.357,NaN,0.609,0.177,0.603,-1.277,-1.086,0.311,0.561,-0.103,-0.022,0.395,-0.296,-0.428,0.225,-0.171,-0.127,0.452,-0.193,1.208,-0.342,0.121,0.154,-0.598,0.222,-0.477,0.669,1.03,-0.26,-0.084,-0.479,-0.589,-0.516,0.64,0.153,-0.984,0.222,0.531,0.448
0.83,0.237,-0.809,-0.228,-0.35,0.225,1.251,1.256,-0.46,0.875,-0.61,-0.729,-0.165,-0.311,0.363,-0.061,-0.525,0.44,-0.162,0.192,-0.478,0.048,0.354,-1.047,-0.591,0.258,-0.183,-0.208,-1.375,0.966,-0.184,0.291,-0.551,0.178,0.79,0.761,-0.209,-0.403,0.24,0.055,0.495,0.815,0.29,-0.285,0.413,-1.28
0.84,NaN,0.324,-0.073,0.101,0.907,-0.931,-0.058,-0.903,0.013,-0.331,-0.708,0.137,0.43,0.433,-0.074,0.72,-0.435,0.86,-0.854,-0.256,0.51,0.015,-0.234,-0.65,0.139,-0.587,0.689,-0.043,0.93,-0.175,-0.748,0.364,0.235,0.183,-0.159,0.371,-0.015,0.036,0.298,0.108,0.017,-1.115,0.324,-0.933,-1.015
0.85,-1.093,-0.763,-1.463,0.302,0.721,-0.93,-0.077,0.412,-0.422,-0.058,0.177,0.473,-0.045,0.586,-0.827,-0.238,0.775,-1.021,0.95,-0.309,-0.735,0.086,-0.603,-0.5,-0.626,0.227,0.463,-0.387,-0.265,0.046,0.009,0.267,-0.641,0.009,0.11,-0.151,0.583,-0.369,0.172,-0.964,-0.566,-0.971,0.352,-0.126,-1.534
0.86,-1.534,0.628,0.719,0.019,-0.284,-0.467,-0.826,0.682,0.268,-0.463,0.278,0.094,-1.113,0.523,-0.49,0.018,-0.907,-1.413,-0.116,-0.384,0.402,0.14,-0.629,0.59,0.055,-0.395,0.954,0.377,-1.112,0.295,0.105,-0.28,0.915,-1.078,0.331,0.398,-0.508,0.31,-0.172,-0.124,0.275,-0.89,0.226,0.345,0.197
0.87,-0.641,0.835,-0.397,1.019,0.187,-0.277,-0.43,0.467,-0.311,0.565,0.004,-0.448,-1.042,0.762,-0.862,-0.342,0.634,0.286,-0.437,-0.469,0.005,0.03,0.184,-1.248,0.384,-0.023,1.005,-0.985,-0.17,0.033,0.371,-0.497,0.125,-0.56,0.278,-0.341,-1.155,0.063,-1.003,-0.346,-0.64,0.688,-0.879,0.357,-0.807
0.88,0.542,0.474,0.013,-0.63,-0.323,0.608,0.614,-0.354,0.536,-0.577,-0.924,-0.85,NaN,-0.57,0.478,-0.319,-0.94,-0.765,-0.034,-0.161,0.194,-0.784,0.12,0.268,-0.3,-0.544,0.756,1.029,-0.019,-0.065,-0.067,-0.192,0.666,0.079,-0.705,-1.002,0.237,0.477,0.849,-0.455,0.58,0.046,0.196,-0.497,1.246
0.89,-0.183,-0.381,-1.048,-0.485,-0.764,0.18,-0.61,-0.453,0.861,-0.317,0.049,0.733,-0.209,0.097,-1.173,-1.176,-0.176,-0.831,-1.056,-0.381,-0.318,-0.157,0.508,-0.456,-0.277,-0.377,0.134,NaN,-0.877,0.158,-0.706,0.129,-0.593,0.336,-0.937,-0.595,0.211,0.261,-0.25,0.133,0.703,-2.056,NaN,0.451,0.385
0.9,-0.052,0.609,-0.744,0.367,0.641,-0.667,-0.04,0.023,0.251,-0.09,-0.706,-0.403,0.739,0.266,0.381,NaN,-0.506,0.376,NaN,0.055,-0.793,-0.079,0.91,-0.798,0.253,-0.111,-0.13,0.427,0.299,-0.756,0.73,-1.169,0.603,0.261,0.156,0.247,0.185,-0.65,-0.473,-1.534,-0.028,-0.009,-0.136,0.176,-0.676
0.91,0.634,-0.796,-0.255,0.522,-0.447,-0.311,-0.306,0.084,-0.504,0.372,-0.325,-0.668,-0.737,-0.467,-0.06,-0.464,-0.863,-0.806,-0.162,0.159,-0.648,0.544,-0.939,-1.097,0.543,0.376,-0.775,0.375,0.152,0.705,-0.161,0.434,0.279,-0.188,-0.755,0.281,0.217,-0.145,-0.325,0.087,0.031,-0.407,-0.403,-0.495,1.372
0.92,0.504,0.504,-0.186,-0.563,-0.273,0.374,-0.474,-0.575,0.24,0.478,-0.576,0.087,0.121,NaN,-0.325,0.033,0.988,0.154,-0.725,-0.151,-0.864,0.125,-1.653,0.185,0.528,-0.654,-0.027,0.859,0.428,-0.011,-0.78,0.337,-0.357,0.653,0.876,-0.945,NaN,0.66,-0.971,0.058,-0.833,-1.423,-0.791,-1.038,0.399
0.93,0.13,-0.141,0.059,-0.473,NaN,-0.221,-1.017,-0.749,-0.215,-0.546,0.027,-0.608,0.13,0.421,0.553,-0.909,0.756,-0.591,-0.022,0.434,-0.431,0.904,0.247,0.331,0.128,-0.057,0.374,0.308,-0.57,NaN,0.411,0.161,0.316,-1.355,0.222,-0.132,-0.254,-0.247,-0.207,0.944,-0.261,-0.952,-0.617,0.366,-0.092
0.94,0.37,0.022,-0.124,0.452,-0.804,NaN,1.007,-0.095,-0.925,-0.536,-0.049,-0.89,0.729,0.179,0.316,-1.37,0.883,-0.152,0.014,-1.207,-0.202,0.193,-0.114,-0.525,0.754,-0.626,0.214,0.5,-0.671,0.297,-0.151,-0.105,-0.445,-0.654,0.822,-0.946,-0.251,-0.252,-0.447,-0.348,-0.19,0.079,0.596,0.084,0.615
0.95,0.487,-1.028,0.214,-0.054,0.892,-0.884,-0.985,-0.913,0.12,0.236,-0.484,-0.289,0.083,0.019,0.044,-0.839,-0.377,0.034,-0.064,-0.082,0.305,0.079,-0.259,-0.534,-0.251,-0.867,-0.636,0.194,-0.16,-0.162,-0.462,0.315,-1.734,0.169,0.017,0.436,-1.441,-0.929,-0.114,0.778,0.341,-0.506,0.802,0.268,-0.176
0.96,-1.845,-0.765,0.153,0.998,-0.282,0.76,-1.187,1.035,0.779,-0.754,1.092,-0.404,-0.915,NaN,-0.491,-0.999,-0.299,-0.045,-0.74,0.307,-0.418,-0.555,0.48,-1.136,-0.456,0.243,-0.39,1.541,0.595,0.379,0.702,0.275,-0.618,0.273,-0.63,-0.503,0.922,-0.435,-0.334,-0.075,-0.623,0.278,-0.089,-0.023,0.521
0.97,0.108,0.885,-0.563,-0.689,0.172,-0.255,-0.485,0.327,-0.553,-0.516,0.346,-1.092,-0.128,0.091,0.238,0.466,0.168,0.205,NaN,-0.122,-0.176,0.328,0.474,-1.49,0.638,-0.175,-0.03,0.472,0.852,-0.185,-0.08,-0.713,0.236,0.075,-0.787,-0.261,-0.638,-0.057,0.256,-0.607,0.343,0.048,0.582,0.24,-0.017
0.98,0.958,0.238,0.232,0.422,0.008,0.411,0.369,0.037,0.448,-0.354,-0.245,0.567,-0.512,-0.519,-0.5,-0.731,-0.182,-0.339,-0.591,0.204,-1.411,-1.034,-1.347,-1.225,0.06,-0.377,0.299,0.394,0.027,-1.342,0.042,0.13,0.08,-0.412,0.565,-1.548,-0.507,0.651,-0.667,-0.263,-0.104,-0.75,-0.276,0.028,0.148
0.99,-0.261,0.062,-1.076,-1.121,-0.258,0.331,0.059,NaN,-0.084,0.198,-0.304,0.197,-1.21,-0.985,-0.218,0.111,0.17,0.613,0.071,-1.457,-0.475,-2.024,0.011,-0.538,-0.244,-1.411,-0.481,NaN,-0.197,-0.426,-0.28,-0.326,-0.573,0.656,-0.101,0.374,0.746,0.533,-0.21,NaN,-1.115,-0.244,-0.951,-0.175,0.18
1,-0.896,-0.626,-0.174,-1.601,-0.497,0.167,0.362,-0.479,0.194,-0.053,-0.15,-0.081,-0.11,-0.336,0.156,-0.206,-0.519,-0.402,0.233,-1.062,-0.053,-0.517,-0.304,0.288,-0.101,-0.197,-0.207,0.363,-0.1,-0.474,0.491,0.447,-0.846,1.152,NaN,-0.196,-0.731,-0.012,-0.411,-0.386,-0.223,-0.908,-0.584,0.253,-0.779
1.01,-0.133,-0.305,0.126,-0.72,0.271,-0.678,0.262,1.094,0.508,-0.087,-0.218,-0.822,-0.55,0.467,-0.167,-1.036,0.023,-1.41,-0.805,0.093,-0.52,-0.457,-0.044,-0.225,0.16,0.056,-0.295,-0.56,-0.047,-1.022,0.51,-0.197,0.352,-0.829,0.565,0.533,-0.286,-0.546,0.181,0.25,-1.342,-0.799,0.854,-0.038,-0.947
1.02,0.819,-0.287,-1.06,0.14,-1.1,-0.715,0.7,0.69,0.084,-1.786,0.137,-0.307,-0.104,-1.017,-0.125,-0.56,-0.997,0.476,-0.672,-0.351,-0.472,-0.959,0.928,0.475,-0.849,-0.363,-0.94,-0.598,-0.359,0.316,-0.595,-0.911,-0.926,-0.872,-0.347,-0.636,-0.314,-0.034,-1.001,0.219,-0.555,-0.28,-0.961,-0.595,-0.972
1.03,-0.664,-0.721,1.397,0.802,NaN,-0.278,0.254,0.229,0.612,-0.304,-0.675,-0.863,-0.414,0.457,0.1,0.742,-0.617,-1.014,-0.837,-0.775,-1.064,0.04,-0.195,0.947,0.755,-0.225,-0.687,-1.09,-0.813,-1.586,-0.072,-0.41,-0.297,-0.361,1.022,-0.598,-0.935,-0.439,-0.554,1.019,0.268,0.348,0.52,0.278,-0.654
1.04,-0.946,-0.943,-0.343,1.558,0.145,-0.366,0.214,0.126,-0.6,0.709,0.43,-0.444,-0.181,0.256,0.462,0.49,0.001,-0.841,-0.926,0.057,0.71,0.97,0.207,-0.576,-0.906,0.604,0.022,-0.032,-0.115,-0.315,0.401,0.189,-0.841,-0.899,0.523,0.147,0.566,-0.596,-0.251,-0.01,-0.488,-0.648,-0.123,-0.475,-0.592
1.05,-0.227,-0.958,0.241,0.245,0.134,-0.437,-0.159,-0.346,0.409,-0.051,-1.31,0.485,0.55,-0.479,0.151,0.962,0.354,0.118,-0.164,0.541,0.194,0.595,-0.542,1.108,-0.071,0.321,-0.018,0.188,0.576,-0.746,-0.854,-0.279,0.071,-0.026,0.743,0.168,-0.46,-0.404,-0.668,-0.009,0.308,-0.705,0.487,-0.256,0.418
1.06,-0.855,-1.158,0.253,-0.987,0.185,-0.664,-0.206,-0.335,0.127,-0.846,0.493,0.075,-0.558,-0.942,-0.462,NaN,-0.194,0.186,-0.322,-0.16,-1.136,-0.001,0.367,0.236,-0.146,0.252,0.163,-0.118,0.676,NaN,0.103,0.141,-0.181,-0.106,-0.063,0.392,0.896,0.107,-0.406,0.341,-0.942,-0.19,-0.351,-0.411,-0.177
1.07,-0.65,-0.069,-0.859,0.202,0.466,0.201,-0.505,-0.216,0.671,-1.246,0.614,0.631,0.445,0.404,-0.102,-0.167,0.498,0.647,-0.532,-0.164,-0.393,0.118,0.232,0.338,-0.42,0.008,-0.491,0.259,0.235,-0.047,0.151,-0.165,0.157,-0.144,-0,0.919,0.894,-0.083,0.037,0.422,-0.015,0.529,0.397,-0.229,-0.952
1.08,NaN,-0.379,-0.346,-1.373,1.123,0.507,0.648,1.583,-0.99,-1.093,-0.457,-0.495,0.258,-1.339,-0.407,0.525,0.232,0.43,0.192,0.777,0.16,0.345,0.113,-1.018,0.085,-0.337,-0.207,-0.675,0.897,-0.08,0.203,0.065,-0.613,-0.803,-0.374,-0.274,0.937,1.048,0.247,-1.12,-0.285,-0.483,-1.496,0.341,-0.729
1.09,-0.402,-0.481,-0.205,-0.101,0.055,NaN,0.744,-0.287,0.054,0.588,-1.061,-0.31,0.061,-0.683,0.491,0.235,0.836,-0.978,-0.274,-0.397,-0.27,-0.891,-0.036,-0.067,-0.761,-0.277,-0.653,0.687,0.06,-0.619,-0.608,-0.574,0.039,0.327,0.661,0.632,-1.571,-0.596,-0.385,0.528,-1.277,0.28,-0.528,-1.277,0.212
1.1,-0.772,-0.024,0.461,-0.598,0.112,0.058,-0.035,-0.767,-0.248,0.167,-0.18,-0.647,0.051,NaN,0.428,-0.297,0.423,-0.065,-0.42,-0.218,0.116,-0.192,-0.473,-0.721,0.317,-0.052,-0.941,-0.738,-0.013,0.031,0.381,0.549,-0.014,-0.599,0.315,0.535,-0.376,-0.215,-0.166,NaN,0.035,0.196,0.066,-0.991,-0.77
1.11,0.8,-0.222,-0.675,0.692,0.425,0.287,0.115,0.639,-0.293,0.47,-0.42,0.373,0.219,0.39,-0.162,-1.302,0.991,-0.366,0.38,-0.282,0.448,-0.006,-1.288,-0.183,-0.134,0.443,-0.479,0.991,-0.119,0.621,-1.26,-0.165,-0.216,0.421,0.878,-1.169,-0.169,-0.216,-1.475,-1.281,-0.669,0.291,-0.559,-0.052,1.147
1.12,0.275,-0.824,0.556,-0.386,0.025,0.551,-0.531,0.05,-0.328,0.399,-0,-0.013,-0.349,-1.07,0.181,0.048,-0.215,-0.147,NaN,-0.606,0.423,-0.186,-1.561,-0.484,0.169,-0.468,-1.069,-1.036,0.061,0.263,0.318,-0.264,0.282,-0.277,-0.725,-0.495,1.016,1.002,-0.869,-0.349,0.607,0.607,0.461,-0.844,0.108
1.13,0.579,-0.267,0.259,-0.647,0.32,0.449,0.024,0.453,0.632,-0.839,0.398,0.636,-0.411,-0.35,0.391,0.816,0.755,-1.206,-0.32,-0.88,-0.386,-0.119,0.197,0.186,0.518,0.201,0.75,-0.811,-0.186,-0.248,0.049,0.517,0.201,-0.288,-0.195,0.862,0.247,NaN,-0.716,-0.406,0.71,-0.481,-0.933,0.372,-0.191
1.14,0.138,-0.489,-0.103,0.949,-0.144,-0.338,0.563,-0.084,-0.96,0.184,0.087,0.05,-0.091,0.088,0.184,-0.492,0.488,-0.01,0.166,1.381,0.23,0.369,-0.144,-0.014,-0.047,-0.673,0.307,-0.191,-0.434,-0.241,-0.84,0.057,0.322,NaN,0.496,-0.719,0.567,0.033,0.449,-0.648,-0.348,-0.156,-0.021,0.54,-0.026
1.15,-0.68,0.377,0.347,-0.766,0.791,0.394,0.046,0.441,-0.487,1.115,-1.38,NaN,-0.836,0.36,0.811,0.13,-0.573,-0.752,0.774,-0.465,0.075,0.316,0.265,0.348,-0.196,-0.016,-0.038,0.195,0.513,-0.971,-0.861,0.011,0.209,0.894,-0.491,0.266,-0.294,-0.013,-1.38,0.561,0.277,-1.169,-0.03,0.702,-0.285
1.16,-0.051,-0.526,-0.689,-0.019,0.522,-0.014,NaN,0.773,-0.055,0.742,0.291,0.834,-0.655,0.29,0.857,-0.142,0.207,-0.257,-0.676,-0.385,-0.195,-0.03,-0.324,-1.44,0.35,-0.34,-0.787,-0.387,-1.236,0.92,0.648,0.877,-0.058,0.156,-0.031,-0.424,0.155,-0.414,-1.091,0.25,-0.888,0.216,-0.93,-0.153,-0.328
1.17,-0.821,0.693,-0.032,-0.396,0.269,0.149,-0.432,0.486,0.042,0.467,0.228,0.071,-1.294,-1.135,-0.369,-1.397,1.212,0.694,-1.176,-0.071,0.7,-0.022,-0.421,0.017,0.045,-0.939,-0.228,0.232,-0.856,0.09,0.341,0.271,-0.068,0.338,0.007,-0.911,0.499,0.598,-0.116,0.795,-0.509,0.101,-0.337,-0.244,-1.342
1.18,0.255,-0.344,0.211,-0.356,-0.07,-0.122,0.233,-0.844,-0.211,-0.8,0.46,-0.034,0.093,0.189,0.507,-0.034,0.188,-0.077,-0.007,0.194,0.045,-0.336,0.59,0.061,0.408,-0.081,-0.28,0.141,-0.417,0.017,-0.04,-0.325,0.496,-0.118,0.022,0.813,-0.596,0.017,0.844,-0.119,0.085,-0.4,0.047,0.425,0.126
1.19,-0.936,-0.118,1.099,0.451,-0.764,0.661,-0.161,0.256,-0.632,NaN,-0.254,0.416,-0.161,-0.36,0.444,-0.672,-0.253,0.2,-0.945,-0.01,0.832,0.301,-0.757,-0.53,-0.366,0.068,-0.362,-0.079,0.283,-0.052,0.208,-0.923,0.786,0.48,0.191,-0.388,-0.606,-0.55,0.264,0.165,0.644,1.254,0.039,-0.546,0.106
1.2,-0.972,0.5,-0.52,-0.461,-0.324,-1.084,-0.009,0.016,-1.143,NaN,0.129,-0.187,0.98,NaN,-0.72,-0.318,-0.711,-1.024,-0.149,0.368,0.911,-1.174,0.795,-0.428,0.89,-0.065,-0.069,-0.213,-0.075,0.07,0.165,-0.238,-0.311,0.1,0.848,-0.01,-0.073,0.3,1.193,-0.042,-0.35,0.658,0.267,0.367,0.38
1.21,0.483,0.82,-0.225,-0.562,-0.376,-0.421,-0.322,0.143,-0.084,0.078,-0.611,-0.216,-0.143,0.096,-0.096,0.332,-0.846,0.234,0.328,-0.314,-0.399,-0.368,0.152,-0.601,-1.464,-1.44,-0.072,-0.734,0.151,0.06,-0.733,0.123,-0.569,-0.434,-0.41,0.599,-0.06,0.098,-0.309,-0.519,0.744,-0.872,-0.266,-1.282,0.741
